;FIN_FINANCIALCONTRACTID;FIN_SOURCESYSTEM;SEQUENCENUMBER3;BUSINESSPARTNERID2;ISMAINCARD2;CARDSTATUS2;APPLICATIONDATE2;APPROVALDATE2;ISSUEDATE2;DEBITCARDAGREEMENT_1;BUSINESSPARTNER_1
1041;100000682;CARDSYSTEM;1;5682;1;active;30.03.2012;30.03.2012;04.04.2012;100000682;5682
1042;100001289;CARDSYSTEM;1;6289;1;active;18.09.2016;18.09.2016;27.09.2016;100001289;6289
1043;100000999;CARDSYSTEM;1;5999;1;active;23.01.2012;23.01.2012;30.01.2012;100000999;5999
1044;100000683;CARDSYSTEM;1;5683;1;active;07.08.2012;07.08.2012;16.08.2012;100000683;5683
1045;100001290;CARDSYSTEM;1;6290;1;active;19.01.2013;19.01.2013;27.01.2013;100001290;6290
1046;100000453;CARDSYSTEM;1;5453;1;active;21.12.2015;21.12.2015;28.12.2015;100000453;5453
1047;100001291;CARDSYSTEM;1;6291;1;active;02.01.2015;02.01.2015;08.01.2015;100001291;6291
1048;100000684;CARDSYSTEM;1;5684;1;active;20.10.2013;20.10.2013;29.10.2013;100000684;5684
1049;100001000;CARDSYSTEM;1;6000;1;active;14.04.2016;14.04.2016;19.04.2016;100001000;6000
1050;100000454;CARDSYSTEM;1;5454;1;active;16.11.2014;16.11.2014;24.11.2014;100000454;5454
1051;100001292;CARDSYSTEM;1;6292;1;active;08.03.2013;08.03.2013;14.03.2013;100001292;6292
1052;100000685;CARDSYSTEM;1;5685;1;active;03.03.2015;03.03.2015;12.03.2015;100000685;5685
1053;100001293;CARDSYSTEM;1;6293;1;active;19.08.2013;19.08.2013;24.08.2013;100001293;6293
1054;100001001;CARDSYSTEM;1;6001;1;active;07.02.2017;07.02.2017;16.02.2017;100001001;6001
1055;100000686;CARDSYSTEM;1;5686;1;active;26.06.2014;26.06.2014;04.07.2014;100000686;5686
1056;100000455;CARDSYSTEM;1;5455;1;active;09.01.2012;09.01.2012;16.01.2012;100000455;5455
1057;100001294;CARDSYSTEM;1;6294;1;active;03.05.2014;03.05.2014;10.05.2014;100001294;6294
1058;100000687;CARDSYSTEM;1;5687;1;active;11.09.2016;11.09.2016;18.09.2016;100000687;5687
1059;100001002;CARDSYSTEM;1;6002;1;active;30.06.2013;30.06.2013;06.07.2013;100001002;6002
1060;100001295;CARDSYSTEM;1;6295;1;active;09.04.2014;09.04.2014;16.04.2014;100001295;6295
1061;100000456;CARDSYSTEM;1;5456;1;active;27.05.2017;27.05.2017;05.06.2017;100000456;5456
1062;100000688;CARDSYSTEM;1;5688;1;active;19.06.2014;19.06.2014;25.06.2014;100000688;5688
1063;100001296;CARDSYSTEM;1;6296;1;active;03.12.2015;03.12.2015;12.12.2015;100001296;6296
1064;100001003;CARDSYSTEM;1;6003;1;active;24.07.2013;24.07.2013;02.08.2013;100001003;6003
1065;100000689;CARDSYSTEM;1;5689;1;active;06.07.2016;06.07.2016;15.07.2016;100000689;5689
1066;100001297;CARDSYSTEM;1;6297;1;active;20.10.2015;20.10.2015;25.10.2015;100001297;6297
1067;100000457;CARDSYSTEM;1;5457;1;active;26.04.2017;26.04.2017;02.05.2017;100000457;5457
1068;100000690;CARDSYSTEM;1;5690;1;active;13.07.2015;13.07.2015;21.07.2015;100000690;5690
1069;100001298;CARDSYSTEM;1;6298;1;active;10.03.2015;10.03.2015;16.03.2015;100001298;6298
1070;100001004;CARDSYSTEM;1;6004;1;active;18.08.2013;18.08.2013;27.08.2013;100001004;6004
1071;100000458;CARDSYSTEM;1;5458;1;active;21.02.2017;21.02.2017;02.03.2017;100000458;5458
1072;100001299;CARDSYSTEM;1;6299;1;active;26.05.2016;26.05.2016;04.06.2016;100001299;6299
1073;100000691;CARDSYSTEM;1;5691;1;active;30.06.2016;30.06.2016;08.07.2016;100000691;5691
1074;100001005;CARDSYSTEM;1;6005;1;active;26.07.2015;26.07.2015;02.08.2015;100001005;6005
1075;100000692;CARDSYSTEM;1;5692;1;active;03.08.2014;03.08.2014;12.08.2014;100000692;5692
1076;100001300;CARDSYSTEM;1;6300;1;active;13.07.2012;13.07.2012;19.07.2012;100001300;6300
1077;100000459;CARDSYSTEM;1;5459;1;active;06.10.2015;06.10.2015;12.10.2015;100000459;5459
1078;100000693;CARDSYSTEM;1;5693;1;active;24.03.2012;24.03.2012;29.03.2012;100000693;5693
1079;100001006;CARDSYSTEM;1;6006;1;active;16.04.2014;16.04.2014;25.04.2014;100001006;6006
1080;100001301;CARDSYSTEM;1;6301;1;active;08.11.2013;08.11.2013;16.11.2013;100001301;6301
1081;100000460;CARDSYSTEM;1;5460;1;active;20.07.2016;20.07.2016;29.07.2016;100000460;5460
1082;100000694;CARDSYSTEM;1;5694;1;active;18.06.2015;18.06.2015;27.06.2015;100000694;5694
1083;100001302;CARDSYSTEM;1;6302;1;active;21.10.2013;21.10.2013;27.10.2013;100001302;6302
1084;100001007;CARDSYSTEM;1;6007;1;active;21.03.2016;21.03.2016;28.03.2016;100001007;6007
1085;100000461;CARDSYSTEM;1;5461;1;active;11.07.2014;11.07.2014;18.07.2014;100000461;5461
1086;100000695;CARDSYSTEM;1;5695;1;active;14.01.2014;14.01.2014;19.01.2014;100000695;5695
1087;100001303;CARDSYSTEM;1;6303;1;active;16.12.2012;16.12.2012;21.12.2012;100001303;6303
1088;100000462;CARDSYSTEM;1;5462;1;active;12.12.2013;12.12.2013;19.12.2013;100000462;5462
1089;100000696;CARDSYSTEM;1;5696;1;active;12.12.2012;12.12.2012;20.12.2012;100000696;5696
1090;100001008;CARDSYSTEM;1;6008;1;active;19.05.2013;19.05.2013;27.05.2013;100001008;6008
1091;100001304;CARDSYSTEM;1;6304;1;active;30.04.2013;30.04.2013;06.05.2013;100001304;6304
1092;100000697;CARDSYSTEM;1;5697;1;active;25.06.2012;25.06.2012;02.07.2012;100000697;5697
1093;100000463;CARDSYSTEM;1;5463;1;active;09.11.2013;09.11.2013;16.11.2013;100000463;5463
1094;100001305;CARDSYSTEM;1;6305;1;active;11.06.2012;11.06.2012;17.06.2012;100001305;6305
1095;100000698;CARDSYSTEM;1;5698;1;active;15.02.2017;15.02.2017;21.02.2017;100000698;5698
1096;100001009;CARDSYSTEM;1;6009;1;active;09.03.2013;09.03.2013;14.03.2013;100001009;6009
1097;100000464;CARDSYSTEM;1;5464;1;active;03.03.2016;03.03.2016;08.03.2016;100000464;5464
1098;100001306;CARDSYSTEM;1;6306;1;active;18.04.2015;18.04.2015;26.04.2015;100001306;6306
1099;100000699;CARDSYSTEM;1;5699;1;active;14.02.2015;14.02.2015;23.02.2015;100000699;5699
1100;100000465;CARDSYSTEM;1;5465;1;active;24.04.2016;24.04.2016;01.05.2016;100000465;5465
1101;100001307;CARDSYSTEM;1;6307;1;active;22.07.2015;22.07.2015;29.07.2015;100001307;6307
1102;100001010;CARDSYSTEM;1;6010;1;active;12.03.2013;12.03.2013;19.03.2013;100001010;6010
1103;100000700;CARDSYSTEM;1;5700;1;active;15.08.2012;15.08.2012;24.08.2012;100000700;5700
1104;100000466;CARDSYSTEM;1;5466;1;active;11.11.2015;11.11.2015;17.11.2015;100000466;5466
1105;100001308;CARDSYSTEM;1;6308;1;active;21.11.2014;21.11.2014;28.11.2014;100001308;6308
1106;100001011;CARDSYSTEM;1;6011;1;active;30.03.2012;30.03.2012;08.04.2012;100001011;6011
1107;100000701;CARDSYSTEM;1;5701;1;active;07.07.2014;07.07.2014;15.07.2014;100000701;5701
1108;100000467;CARDSYSTEM;1;5467;1;active;22.01.2013;22.01.2013;30.01.2013;100000467;5467
1109;100001012;CARDSYSTEM;1;6012;1;active;12.02.2012;12.02.2012;19.02.2012;100001012;6012
1110;100001309;CARDSYSTEM;1;6309;1;active;06.11.2016;06.11.2016;11.11.2016;100001309;6309
1111;100000702;CARDSYSTEM;1;5702;1;active;18.01.2015;18.01.2015;24.01.2015;100000702;5702
1112;100000468;CARDSYSTEM;1;5468;1;active;05.09.2016;05.09.2016;14.09.2016;100000468;5468
1113;100001013;CARDSYSTEM;1;6013;1;active;22.01.2012;22.01.2012;27.01.2012;100001013;6013
1114;100000469;CARDSYSTEM;1;5469;1;active;28.12.2015;28.12.2015;05.01.2016;100000469;5469
1115;100000703;CARDSYSTEM;1;5703;1;active;19.04.2017;19.04.2017;24.04.2017;100000703;5703
1116;100001310;CARDSYSTEM;1;6310;1;active;08.07.2013;08.07.2013;17.07.2013;100001310;6310
1117;100001014;CARDSYSTEM;1;6014;1;active;13.04.2015;13.04.2015;21.04.2015;100001014;6014
1118;100001015;CARDSYSTEM;1;6015;1;active;01.08.2015;01.08.2015;06.08.2015;100001015;6015
1119;100000704;CARDSYSTEM;1;5704;1;active;05.03.2015;05.03.2015;12.03.2015;100000704;5704
1120;100000470;CARDSYSTEM;1;5470;1;active;20.01.2016;20.01.2016;28.01.2016;100000470;5470
1121;100001311;CARDSYSTEM;1;6311;1;active;10.02.2013;10.02.2013;16.02.2013;100001311;6311
1122;100000705;CARDSYSTEM;1;5705;1;active;11.06.2014;11.06.2014;19.06.2014;100000705;5705
1123;100001016;CARDSYSTEM;1;6016;1;active;03.09.2012;03.09.2012;12.09.2012;100001016;6016
1124;100000471;CARDSYSTEM;1;5471;1;active;20.06.2016;20.06.2016;26.06.2016;100000471;5471
1125;100000706;CARDSYSTEM;1;5706;1;active;10.08.2016;10.08.2016;18.08.2016;100000706;5706
1126;100001312;CARDSYSTEM;1;6312;1;active;20.06.2013;20.06.2013;25.06.2013;100001312;6312
1127;100000472;CARDSYSTEM;1;5472;1;active;30.10.2013;30.10.2013;06.11.2013;100000472;5472
1128;100001017;CARDSYSTEM;1;6017;1;active;07.03.2017;07.03.2017;15.03.2017;100001017;6017
1129;100000707;CARDSYSTEM;1;5707;1;active;12.02.2015;12.02.2015;18.02.2015;100000707;5707
1130;100001313;CARDSYSTEM;1;6313;1;active;01.11.2015;01.11.2015;06.11.2015;100001313;6313
1131;100000473;CARDSYSTEM;1;5473;1;active;17.11.2015;17.11.2015;24.11.2015;100000473;5473
1132;100001018;CARDSYSTEM;1;6018;1;active;02.04.2014;02.04.2014;10.04.2014;100001018;6018
1133;100000708;CARDSYSTEM;1;5708;1;active;06.12.2015;06.12.2015;12.12.2015;100000708;5708
1134;100001314;CARDSYSTEM;1;6314;1;active;05.12.2016;05.12.2016;11.12.2016;100001314;6314
1135;100000474;CARDSYSTEM;1;5474;1;active;25.08.2016;25.08.2016;31.08.2016;100000474;5474
1136;100001019;CARDSYSTEM;1;6019;1;active;26.01.2014;26.01.2014;04.02.2014;100001019;6019
1137;100000709;CARDSYSTEM;1;5709;1;active;28.06.2015;28.06.2015;05.07.2015;100000709;5709
1138;100001315;CARDSYSTEM;1;6315;1;active;28.05.2017;28.05.2017;06.06.2017;100001315;6315
1139;100001020;CARDSYSTEM;1;6020;1;active;24.09.2013;24.09.2013;29.09.2013;100001020;6020
1140;100000710;CARDSYSTEM;1;5710;1;active;17.10.2012;17.10.2012;24.10.2012;100000710;5710
1141;100000475;CARDSYSTEM;1;5475;1;active;25.04.2014;25.04.2014;03.05.2014;100000475;5475
1142;100001316;CARDSYSTEM;1;6316;1;active;10.02.2016;10.02.2016;19.02.2016;100001316;6316
1143;100001021;CARDSYSTEM;1;6021;1;active;06.04.2017;06.04.2017;15.04.2017;100001021;6021
1144;100000711;CARDSYSTEM;1;5711;1;active;18.12.2016;18.12.2016;26.12.2016;100000711;5711
1145;100000476;CARDSYSTEM;1;5476;1;active;28.11.2016;28.11.2016;04.12.2016;100000476;5476
1146;100001317;CARDSYSTEM;1;6317;1;active;15.02.2012;15.02.2012;23.02.2012;100001317;6317
1147;100001022;CARDSYSTEM;1;6022;1;active;19.08.2012;19.08.2012;26.08.2012;100001022;6022
1148;100000712;CARDSYSTEM;1;5712;1;active;14.03.2013;14.03.2013;22.03.2013;100000712;5712
1149;100000477;CARDSYSTEM;1;5477;1;active;31.07.2013;31.07.2013;05.08.2013;100000477;5477
1150;100001023;CARDSYSTEM;1;6023;1;active;12.10.2014;12.10.2014;19.10.2014;100001023;6023
1151;100001318;CARDSYSTEM;1;6318;1;active;19.09.2015;19.09.2015;25.09.2015;100001318;6318
1152;100000713;CARDSYSTEM;1;5713;1;active;29.09.2013;29.09.2013;05.10.2013;100000713;5713
1153;100000478;CARDSYSTEM;1;5478;1;active;22.10.2016;22.10.2016;30.10.2016;100000478;5478
1154;100001024;CARDSYSTEM;1;6024;1;active;08.06.2013;08.06.2013;16.06.2013;100001024;6024
1155;100000714;CARDSYSTEM;1;5714;1;active;19.03.2016;19.03.2016;24.03.2016;100000714;5714
1156;100001319;CARDSYSTEM;1;6319;1;active;08.05.2014;08.05.2014;17.05.2014;100001319;6319
1157;100000479;CARDSYSTEM;1;5479;1;active;18.02.2015;18.02.2015;25.02.2015;100000479;5479
1158;100001025;CARDSYSTEM;1;6025;1;active;03.03.2016;03.03.2016;10.03.2016;100001025;6025
1159;100000715;CARDSYSTEM;1;5715;1;active;24.02.2017;24.02.2017;04.03.2017;100000715;5715
1160;100000480;CARDSYSTEM;1;5480;1;active;31.10.2016;31.10.2016;07.11.2016;100000480;5480
1161;100001320;CARDSYSTEM;1;6320;1;active;02.02.2017;02.02.2017;08.02.2017;100001320;6320
1162;100001026;CARDSYSTEM;1;6026;1;active;01.02.2017;01.02.2017;09.02.2017;100001026;6026
1163;100000716;CARDSYSTEM;1;5716;1;active;22.08.2014;22.08.2014;28.08.2014;100000716;5716
1164;100000481;CARDSYSTEM;1;5481;1;active;01.12.2014;01.12.2014;09.12.2014;100000481;5481
1165;100001027;CARDSYSTEM;1;6027;1;active;06.01.2013;06.01.2013;11.01.2013;100001027;6027
1166;100000717;CARDSYSTEM;1;5717;1;active;09.03.2014;09.03.2014;14.03.2014;100000717;5717
1167;100000482;CARDSYSTEM;1;5482;1;active;27.11.2015;27.11.2015;02.12.2015;100000482;5482
1168;100001028;CARDSYSTEM;1;6028;1;active;15.03.2013;15.03.2013;23.03.2013;100001028;6028
1169;100000718;CARDSYSTEM;1;5718;1;active;17.05.2017;17.05.2017;24.05.2017;100000718;5718
1170;100000483;CARDSYSTEM;1;5483;1;active;22.04.2015;22.04.2015;01.05.2015;100000483;5483
1171;100001029;CARDSYSTEM;1;6029;1;active;18.04.2012;18.04.2012;27.04.2012;100001029;6029
1172;100000719;CARDSYSTEM;1;5719;1;active;14.10.2013;14.10.2013;21.10.2013;100000719;5719
1173;100000484;CARDSYSTEM;1;5484;1;active;24.02.2017;24.02.2017;03.03.2017;100000484;5484
1174;100001030;CARDSYSTEM;1;6030;1;active;31.05.2014;31.05.2014;07.06.2014;100001030;6030
1175;100000720;CARDSYSTEM;1;5720;1;active;04.11.2016;04.11.2016;10.11.2016;100000720;5720
1176;100000485;CARDSYSTEM;1;5485;1;active;02.04.2014;02.04.2014;08.04.2014;100000485;5485
1177;100001031;CARDSYSTEM;1;6031;1;active;26.06.2014;26.06.2014;05.07.2014;100001031;6031
1178;100000721;CARDSYSTEM;1;5721;1;active;06.10.2015;06.10.2015;12.10.2015;100000721;5721
1179;100001032;CARDSYSTEM;1;6032;1;active;04.04.2017;04.04.2017;12.04.2017;100001032;6032
1180;100000486;CARDSYSTEM;1;5486;1;active;23.07.2012;23.07.2012;01.08.2012;100000486;5486
1181;100000722;CARDSYSTEM;1;5722;1;active;22.12.2012;22.12.2012;29.12.2012;100000722;5722
1182;100001033;CARDSYSTEM;1;6033;1;active;28.05.2014;28.05.2014;02.06.2014;100001033;6033
1183;100000723;CARDSYSTEM;1;5723;1;active;16.11.2015;16.11.2015;25.11.2015;100000723;5723
1184;100000487;CARDSYSTEM;1;5487;1;active;01.07.2012;01.07.2012;09.07.2012;100000487;5487
1185;100001034;CARDSYSTEM;1;6034;1;active;15.11.2013;15.11.2013;24.11.2013;100001034;6034
1186;100000724;CARDSYSTEM;1;5724;1;active;21.12.2015;21.12.2015;30.12.2015;100000724;5724
1187;100000725;CARDSYSTEM;1;5725;1;active;18.11.2012;18.11.2012;26.11.2012;100000725;5725
1188;100001035;CARDSYSTEM;1;6035;1;active;07.07.2014;07.07.2014;14.07.2014;100001035;6035
1189;100000488;CARDSYSTEM;1;5488;1;active;27.04.2012;27.04.2012;04.05.2012;100000488;5488
1190;100000726;CARDSYSTEM;1;5726;1;active;26.02.2012;26.02.2012;06.03.2012;100000726;5726
1191;100001036;CARDSYSTEM;1;6036;1;active;17.10.2012;17.10.2012;24.10.2012;100001036;6036
1192;100000489;CARDSYSTEM;1;5489;1;active;11.01.2016;11.01.2016;20.01.2016;100000489;5489
1193;100000727;CARDSYSTEM;1;5727;1;active;25.08.2016;25.08.2016;30.08.2016;100000727;5727
1194;100001037;CARDSYSTEM;1;6037;1;active;09.03.2017;09.03.2017;16.03.2017;100001037;6037
1195;100000728;CARDSYSTEM;1;5728;1;active;19.01.2014;19.01.2014;27.01.2014;100000728;5728
1196;100001038;CARDSYSTEM;1;6038;1;active;11.10.2014;11.10.2014;20.10.2014;100001038;6038
1197;100000490;CARDSYSTEM;1;5490;1;active;02.07.2013;02.07.2013;08.07.2013;100000490;5490
1198;100001039;CARDSYSTEM;1;6039;1;active;16.02.2016;16.02.2016;23.02.2016;100001039;6039
1199;100000729;CARDSYSTEM;1;5729;1;active;14.06.2012;14.06.2012;20.06.2012;100000729;5729
1200;100000491;CARDSYSTEM;1;5491;1;active;13.12.2016;13.12.2016;22.12.2016;100000491;5491
1201;100001040;CARDSYSTEM;1;6040;1;active;20.10.2016;20.10.2016;27.10.2016;100001040;6040
1202;100000730;CARDSYSTEM;1;5730;1;active;16.04.2015;16.04.2015;25.04.2015;100000730;5730
1203;100000492;CARDSYSTEM;1;5492;1;active;15.05.2015;15.05.2015;23.05.2015;100000492;5492
1204;100001041;CARDSYSTEM;1;6041;1;active;26.05.2012;26.05.2012;31.05.2012;100001041;6041
1205;100000731;CARDSYSTEM;1;5731;1;active;21.08.2016;21.08.2016;27.08.2016;100000731;5731
1206;100000493;CARDSYSTEM;1;5493;1;active;03.05.2017;03.05.2017;09.05.2017;100000493;5493
1207;100001042;CARDSYSTEM;1;6042;1;active;17.04.2016;17.04.2016;22.04.2016;100001042;6042
1208;100000732;CARDSYSTEM;1;5732;1;active;31.03.2014;31.03.2014;07.04.2014;100000732;5732
1209;100000494;CARDSYSTEM;1;5494;1;active;23.11.2014;23.11.2014;29.11.2014;100000494;5494
1210;100001043;CARDSYSTEM;1;6043;1;active;10.04.2017;10.04.2017;17.04.2017;100001043;6043
1211;100000733;CARDSYSTEM;1;5733;1;active;13.09.2016;13.09.2016;18.09.2016;100000733;5733
1212;100001044;CARDSYSTEM;1;6044;1;active;18.09.2016;18.09.2016;26.09.2016;100001044;6044
1213;100000495;CARDSYSTEM;1;5495;1;active;28.06.2016;28.06.2016;06.07.2016;100000495;5495
1214;100000734;CARDSYSTEM;1;5734;1;active;04.08.2012;04.08.2012;13.08.2012;100000734;5734
1215;100001045;CARDSYSTEM;1;6045;1;active;15.12.2012;15.12.2012;23.12.2012;100001045;6045
1216;100000496;CARDSYSTEM;1;5496;1;active;30.03.2015;30.03.2015;06.04.2015;100000496;5496
1217;100000735;CARDSYSTEM;1;5735;1;active;29.09.2015;29.09.2015;05.10.2015;100000735;5735
1218;100000497;CARDSYSTEM;1;5497;1;active;15.07.2016;15.07.2016;24.07.2016;100000497;5497
1219;100001046;CARDSYSTEM;1;6046;1;active;05.08.2015;05.08.2015;10.08.2015;100001046;6046
1220;100000736;CARDSYSTEM;1;5736;1;active;12.02.2013;12.02.2013;20.02.2013;100000736;5736
1221;100001047;CARDSYSTEM;1;6047;1;active;29.06.2014;29.06.2014;04.07.2014;100001047;6047
1222;100000498;CARDSYSTEM;1;5498;1;active;14.02.2012;14.02.2012;19.02.2012;100000498;5498
1223;100000737;CARDSYSTEM;1;5737;1;active;12.01.2015;12.01.2015;21.01.2015;100000737;5737
1224;100001048;CARDSYSTEM;1;6048;1;active;08.06.2016;08.06.2016;16.06.2016;100001048;6048
1225;100000499;CARDSYSTEM;1;5499;1;active;02.06.2012;02.06.2012;10.06.2012;100000499;5499
1226;100000738;CARDSYSTEM;1;5738;1;active;08.09.2015;08.09.2015;16.09.2015;100000738;5738
1227;100001049;CARDSYSTEM;1;6049;1;active;10.07.2015;10.07.2015;18.07.2015;100001049;6049
1228;100000500;CARDSYSTEM;1;5500;1;active;07.02.2015;07.02.2015;15.02.2015;100000500;5500
1229;100001050;CARDSYSTEM;1;6050;1;active;29.04.2015;29.04.2015;04.05.2015;100001050;6050
1230;100000739;CARDSYSTEM;1;5739;1;active;27.03.2013;27.03.2013;04.04.2013;100000739;5739
1231;100000501;CARDSYSTEM;1;5501;1;active;02.10.2013;02.10.2013;07.10.2013;100000501;5501
1232;100000740;CARDSYSTEM;1;5740;1;active;21.03.2014;21.03.2014;29.03.2014;100000740;5740
1233;100001051;CARDSYSTEM;1;6051;1;active;02.09.2013;02.09.2013;09.09.2013;100001051;6051
1234;100000502;CARDSYSTEM;1;5502;1;active;09.09.2015;09.09.2015;16.09.2015;100000502;5502
1235;100001052;CARDSYSTEM;1;6052;1;active;26.06.2016;26.06.2016;04.07.2016;100001052;6052
1236;100000741;CARDSYSTEM;1;5741;1;active;04.02.2012;04.02.2012;09.02.2012;100000741;5741
1237;100000503;CARDSYSTEM;1;5503;1;active;26.06.2012;26.06.2012;05.07.2012;100000503;5503
1238;100001053;CARDSYSTEM;1;6053;1;active;23.08.2014;23.08.2014;29.08.2014;100001053;6053
1239;100000742;CARDSYSTEM;1;5742;1;active;03.05.2015;03.05.2015;11.05.2015;100000742;5742
1240;100000504;CARDSYSTEM;1;5504;1;active;19.06.2013;19.06.2013;24.06.2013;100000504;5504
1241;100001054;CARDSYSTEM;1;6054;1;active;04.12.2016;04.12.2016;09.12.2016;100001054;6054
1242;100000743;CARDSYSTEM;1;5743;1;active;04.01.2014;04.01.2014;11.01.2014;100000743;5743
1243;100000505;CARDSYSTEM;1;5505;1;active;17.03.2013;17.03.2013;22.03.2013;100000505;5505
1244;100001055;CARDSYSTEM;1;6055;1;active;13.02.2015;13.02.2015;18.02.2015;100001055;6055
1245;100000744;CARDSYSTEM;1;5744;1;active;28.11.2015;28.11.2015;07.12.2015;100000744;5744
1246;100000506;CARDSYSTEM;1;5506;1;active;30.12.2015;30.12.2015;06.01.2016;100000506;5506
1247;100001056;CARDSYSTEM;1;6056;1;active;06.07.2012;06.07.2012;15.07.2012;100001056;6056
1248;100000507;CARDSYSTEM;1;5507;1;active;30.07.2014;30.07.2014;04.08.2014;100000507;5507
1249;100000745;CARDSYSTEM;1;5745;1;active;16.09.2014;16.09.2014;24.09.2014;100000745;5745
1250;100000508;CARDSYSTEM;1;5508;1;active;26.07.2014;26.07.2014;03.08.2014;100000508;5508
1251;100000746;CARDSYSTEM;1;5746;1;active;05.09.2012;05.09.2012;13.09.2012;100000746;5746
1252;100000509;CARDSYSTEM;1;5509;1;active;21.03.2015;21.03.2015;30.03.2015;100000509;5509
1253;100000747;CARDSYSTEM;1;5747;1;active;22.12.2015;22.12.2015;29.12.2015;100000747;5747
1254;100000510;CARDSYSTEM;1;5510;1;active;17.06.2013;17.06.2013;25.06.2013;100000510;5510
1255;100000748;CARDSYSTEM;1;5748;1;active;15.10.2015;15.10.2015;23.10.2015;100000748;5748
1256;100000511;CARDSYSTEM;1;5511;1;active;17.01.2017;17.01.2017;23.01.2017;100000511;5511
1257;100000749;CARDSYSTEM;1;5749;1;active;30.06.2015;30.06.2015;06.07.2015;100000749;5749
1258;100000512;CARDSYSTEM;1;5512;1;active;07.11.2013;07.11.2013;16.11.2013;100000512;5512
1259;100000750;CARDSYSTEM;1;5750;1;active;14.09.2016;14.09.2016;22.09.2016;100000750;5750
1260;100000513;CARDSYSTEM;1;5513;1;active;13.10.2012;13.10.2012;18.10.2012;100000513;5513
1261;100000751;CARDSYSTEM;1;5751;1;active;20.01.2015;20.01.2015;29.01.2015;100000751;5751
1262;100000752;CARDSYSTEM;1;5752;1;active;11.11.2016;11.11.2016;17.11.2016;100000752;5752
1263;100000514;CARDSYSTEM;1;5514;1;active;04.12.2014;04.12.2014;10.12.2014;100000514;5514
1264;100000753;CARDSYSTEM;1;5753;1;active;02.04.2015;02.04.2015;10.04.2015;100000753;5753
1265;100000515;CARDSYSTEM;1;5515;1;active;14.12.2014;14.12.2014;20.12.2014;100000515;5515
1266;100000754;CARDSYSTEM;1;5754;1;active;01.08.2013;01.08.2013;06.08.2013;100000754;5754
1267;100000516;CARDSYSTEM;1;5516;1;active;15.08.2012;15.08.2012;23.08.2012;100000516;5516
1268;100000755;CARDSYSTEM;1;5755;1;active;17.11.2013;17.11.2013;25.11.2013;100000755;5755
1269;100000517;CARDSYSTEM;1;5517;1;active;02.06.2012;02.06.2012;08.06.2012;100000517;5517
1270;100000756;CARDSYSTEM;1;5756;1;active;28.08.2012;28.08.2012;06.09.2012;100000756;5756
1271;100000518;CARDSYSTEM;1;5518;1;active;19.09.2014;19.09.2014;27.09.2014;100000518;5518
1272;100000757;CARDSYSTEM;1;5757;1;active;08.04.2016;08.04.2016;15.04.2016;100000757;5757
1273;100000519;CARDSYSTEM;1;5519;1;active;07.05.2012;07.05.2012;13.05.2012;100000519;5519
1274;100000758;CARDSYSTEM;1;5758;1;active;17.07.2012;17.07.2012;22.07.2012;100000758;5758
1275;100000520;CARDSYSTEM;1;5520;1;active;24.05.2012;24.05.2012;02.06.2012;100000520;5520
1276;100000759;CARDSYSTEM;1;5759;1;active;11.09.2015;11.09.2015;16.09.2015;100000759;5759
1277;100000521;CARDSYSTEM;1;5521;1;active;21.08.2016;21.08.2016;30.08.2016;100000521;5521
1278;100000760;CARDSYSTEM;1;5760;1;active;22.09.2013;22.09.2013;01.10.2013;100000760;5760
1279;100000522;CARDSYSTEM;1;5522;1;active;23.01.2016;23.01.2016;01.02.2016;100000522;5522
1280;100000761;CARDSYSTEM;1;5761;1;active;09.04.2015;09.04.2015;17.04.2015;100000761;5761
1281;100000523;CARDSYSTEM;1;5523;1;active;25.02.2016;25.02.2016;04.03.2016;100000523;5523
1282;100000762;CARDSYSTEM;1;5762;1;active;07.10.2014;07.10.2014;14.10.2014;100000762;5762
1283;100000524;CARDSYSTEM;1;5524;1;active;11.04.2016;11.04.2016;17.04.2016;100000524;5524
1284;100000763;CARDSYSTEM;1;5763;1;active;06.04.2015;06.04.2015;14.04.2015;100000763;5763
1285;100000525;CARDSYSTEM;1;5525;1;active;04.08.2016;04.08.2016;12.08.2016;100000525;5525
1286;100000764;CARDSYSTEM;1;5764;1;active;24.10.2012;24.10.2012;30.10.2012;100000764;5764
1287;100000526;CARDSYSTEM;1;5526;1;active;14.03.2015;14.03.2015;22.03.2015;100000526;5526
1288;100000765;CARDSYSTEM;1;5765;1;active;10.06.2016;10.06.2016;17.06.2016;100000765;5765
1289;100000527;CARDSYSTEM;1;5527;1;active;11.07.2015;11.07.2015;20.07.2015;100000527;5527
1290;100000766;CARDSYSTEM;1;5766;1;active;09.02.2017;09.02.2017;18.02.2017;100000766;5766
1291;100000528;CARDSYSTEM;1;5528;1;active;11.03.2016;11.03.2016;20.03.2016;100000528;5528
1292;100000767;CARDSYSTEM;1;5767;1;active;26.03.2013;26.03.2013;04.04.2013;100000767;5767
1293;100000768;CARDSYSTEM;1;5768;1;active;27.01.2014;27.01.2014;03.02.2014;100000768;5768
1294;100000769;CARDSYSTEM;1;5769;1;active;25.02.2013;25.02.2013;03.03.2013;100000769;5769
1295;100000770;CARDSYSTEM;1;5770;1;active;08.06.2015;08.06.2015;14.06.2015;100000770;5770
1296;100000771;CARDSYSTEM;1;5771;1;active;10.03.2013;10.03.2013;16.03.2013;100000771;5771
