;FINANCIALCONTRACTID;SOURCESYSTEM;BUSINESSPARTNERID2;DESCRIPTION;COMPANYROLE;COUNTERPARTYROLE;GOVERNINGLAWCOUNTRY;SIGNINGDATE;BANKINGBOOKORTRADINGBOOK;ASSOCIATEDPROJECT;AGREEDSTARTDATE;CLOSINGDATE;SEGREGATIONTYPE;CURRENCY3;ACCOUNTOPENINGDATE3;BUSINESSPARTNER
197;100000833;CARDSYSTEM;5833;CardAgreement;CardIssuer;MainCardHolder;US;13.05.2013;Banking;;13.05.2013;;;USD;;
198;100000430;CARDSYSTEM;5430;CardAgreement;CardIssuer;MainCardHolder;US;23.05.2016;Banking;;23.05.2016;;;USD;;
199;100001321;CARDSYSTEM;6321;CardAgreement;CardIssuer;MainCardHolder;US;22.09.2013;Banking;;22.09.2013;;;USD;;
200;100000834;CARDSYSTEM;5834;CardAgreement;CardIssuer;MainCardHolder;US;14.08.2015;Banking;;14.08.2015;;;USD;;
201;100000431;CARDSYSTEM;5431;CardAgreement;CardIssuer;MainCardHolder;US;23.03.2012;Banking;;23.03.2012;;;USD;;
202;100001322;CARDSYSTEM;6322;CardAgreement;CardIssuer;MainCardHolder;US;05.10.2012;Banking;;05.10.2012;;;USD;;
203;100000835;CARDSYSTEM;5835;CardAgreement;CardIssuer;MainCardHolder;US;24.11.2014;Banking;;24.11.2014;;;USD;;
204;100000432;CARDSYSTEM;5432;CardAgreement;CardIssuer;MainCardHolder;US;19.07.2015;Banking;;19.07.2015;;;USD;;
205;100001323;CARDSYSTEM;6323;CardAgreement;CardIssuer;MainCardHolder;US;01.05.2012;Banking;;01.05.2012;;;USD;;
206;100000836;CARDSYSTEM;5836;CardAgreement;CardIssuer;MainCardHolder;US;21.12.2012;Banking;;21.12.2012;;;USD;;
207;100000433;CARDSYSTEM;5433;CardAgreement;CardIssuer;MainCardHolder;US;29.04.2015;Banking;;29.04.2015;;;USD;;
208;100001324;CARDSYSTEM;6324;CardAgreement;CardIssuer;MainCardHolder;US;30.12.2016;Banking;;30.12.2016;;;USD;;
209;100000837;CARDSYSTEM;5837;CardAgreement;CardIssuer;MainCardHolder;US;17.04.2016;Banking;;17.04.2016;;;USD;;
210;100001325;CARDSYSTEM;6325;CardAgreement;CardIssuer;MainCardHolder;US;29.01.2014;Banking;;29.01.2014;;;USD;;
211;100000434;CARDSYSTEM;5434;CardAgreement;CardIssuer;MainCardHolder;US;08.05.2014;Banking;;08.05.2014;;;USD;;
212;100000838;CARDSYSTEM;5838;CardAgreement;CardIssuer;MainCardHolder;US;13.08.2015;Banking;;13.08.2015;;;USD;;
213;100001326;CARDSYSTEM;6326;CardAgreement;CardIssuer;MainCardHolder;US;13.05.2013;Banking;;13.05.2013;;;USD;;
214;100000435;CARDSYSTEM;5435;CardAgreement;CardIssuer;MainCardHolder;US;05.05.2013;Banking;;05.05.2013;;;USD;;
215;100000839;CARDSYSTEM;5839;CardAgreement;CardIssuer;MainCardHolder;US;07.12.2013;Banking;;07.12.2013;;;USD;;
216;100001327;CARDSYSTEM;6327;CardAgreement;CardIssuer;MainCardHolder;US;18.01.2016;Banking;;18.01.2016;;;USD;;
217;100000436;CARDSYSTEM;5436;CardAgreement;CardIssuer;MainCardHolder;US;10.07.2015;Banking;;10.07.2015;;;USD;;
218;100000840;CARDSYSTEM;5840;CardAgreement;CardIssuer;MainCardHolder;US;07.07.2015;Banking;;07.07.2015;;;USD;;
219;100001328;CARDSYSTEM;6328;CardAgreement;CardIssuer;MainCardHolder;US;19.06.2012;Banking;;19.06.2012;;;USD;;
220;100000841;CARDSYSTEM;5841;CardAgreement;CardIssuer;MainCardHolder;US;28.07.2015;Banking;;28.07.2015;;;USD;;
221;100000437;CARDSYSTEM;5437;CardAgreement;CardIssuer;MainCardHolder;US;02.09.2015;Banking;;02.09.2015;;;USD;;
222;100001329;CARDSYSTEM;6329;CardAgreement;CardIssuer;MainCardHolder;US;19.01.2013;Banking;;19.01.2013;;;USD;;
223;100000842;CARDSYSTEM;5842;CardAgreement;CardIssuer;MainCardHolder;US;31.07.2013;Banking;;31.07.2013;;;USD;;
224;100000438;CARDSYSTEM;5438;CardAgreement;CardIssuer;MainCardHolder;US;06.08.2012;Banking;;06.08.2012;;;USD;;
225;100001330;CARDSYSTEM;6330;CardAgreement;CardIssuer;MainCardHolder;US;26.02.2016;Banking;;26.02.2016;;;USD;;
226;100000843;CARDSYSTEM;5843;CardAgreement;CardIssuer;MainCardHolder;US;02.08.2015;Banking;;02.08.2015;;;USD;;
227;100000439;CARDSYSTEM;5439;CardAgreement;CardIssuer;MainCardHolder;US;06.03.2017;Banking;;06.03.2017;;;USD;;
228;100001331;CARDSYSTEM;6331;CardAgreement;CardIssuer;MainCardHolder;US;06.01.2017;Banking;;06.01.2017;;;USD;;
229;100000844;CARDSYSTEM;5844;CardAgreement;CardIssuer;MainCardHolder;US;24.11.2012;Banking;;24.11.2012;;;USD;;
230;100000440;CARDSYSTEM;5440;CardAgreement;CardIssuer;MainCardHolder;US;15.08.2012;Banking;;15.08.2012;;;USD;;
231;100001332;CARDSYSTEM;6332;CardAgreement;CardIssuer;MainCardHolder;US;27.03.2015;Banking;;27.03.2015;;;USD;;
232;100000845;CARDSYSTEM;5845;CardAgreement;CardIssuer;MainCardHolder;US;11.10.2015;Banking;;11.10.2015;;;USD;;
233;100000441;CARDSYSTEM;5441;CardAgreement;CardIssuer;MainCardHolder;US;29.01.2016;Banking;;29.01.2016;;;USD;;
234;100001333;CARDSYSTEM;6333;CardAgreement;CardIssuer;MainCardHolder;US;04.12.2016;Banking;;04.12.2016;;;USD;;
235;100000846;CARDSYSTEM;5846;CardAgreement;CardIssuer;MainCardHolder;US;24.01.2014;Banking;;24.01.2014;;;USD;;
236;100001334;CARDSYSTEM;6334;CardAgreement;CardIssuer;MainCardHolder;US;03.09.2015;Banking;;03.09.2015;;;USD;;
237;100000442;CARDSYSTEM;5442;CardAgreement;CardIssuer;MainCardHolder;US;14.05.2016;Banking;;14.05.2016;;;USD;;
238;100000847;CARDSYSTEM;5847;CardAgreement;CardIssuer;MainCardHolder;US;13.01.2016;Banking;;13.01.2016;;;USD;;
239;100001335;CARDSYSTEM;6335;CardAgreement;CardIssuer;MainCardHolder;US;09.09.2016;Banking;;09.09.2016;;;USD;;
240;100000443;CARDSYSTEM;5443;CardAgreement;CardIssuer;MainCardHolder;US;03.05.2013;Banking;;03.05.2013;;;USD;;
241;100000848;CARDSYSTEM;5848;CardAgreement;CardIssuer;MainCardHolder;US;09.02.2015;Banking;;09.02.2015;;;USD;;
242;100001336;CARDSYSTEM;6336;CardAgreement;CardIssuer;MainCardHolder;US;04.12.2013;Banking;;04.12.2013;;;USD;;
243;100000849;CARDSYSTEM;5849;CardAgreement;CardIssuer;MainCardHolder;US;04.08.2015;Banking;;04.08.2015;;;USD;;
244;100000444;CARDSYSTEM;5444;CardAgreement;CardIssuer;MainCardHolder;US;08.05.2015;Banking;;08.05.2015;;;USD;;
245;100001337;CARDSYSTEM;6337;CardAgreement;CardIssuer;MainCardHolder;US;20.01.2012;Banking;;20.01.2012;;;USD;;
246;100000850;CARDSYSTEM;5850;CardAgreement;CardIssuer;MainCardHolder;US;19.06.2014;Banking;;19.06.2014;;;USD;;
247;100000445;CARDSYSTEM;5445;CardAgreement;CardIssuer;MainCardHolder;US;29.05.2016;Banking;;29.05.2016;;;USD;;
248;100001338;CARDSYSTEM;6338;CardAgreement;CardIssuer;MainCardHolder;US;19.05.2015;Banking;;19.05.2015;;;USD;;
249;100000446;CARDSYSTEM;5446;CardAgreement;CardIssuer;MainCardHolder;US;17.04.2014;Banking;;17.04.2014;;;USD;;
250;100000851;CARDSYSTEM;5851;CardAgreement;CardIssuer;MainCardHolder;US;27.11.2014;Banking;;27.11.2014;;;USD;;
251;100001339;CARDSYSTEM;6339;CardAgreement;CardIssuer;MainCardHolder;US;17.06.2013;Banking;;17.06.2013;;;USD;;
252;100000447;CARDSYSTEM;5447;CardAgreement;CardIssuer;MainCardHolder;US;23.11.2016;Banking;;23.11.2016;;;USD;;
253;100000852;CARDSYSTEM;5852;CardAgreement;CardIssuer;MainCardHolder;US;11.06.2013;Banking;;11.06.2013;;;USD;;
254;100001340;CARDSYSTEM;6340;CardAgreement;CardIssuer;MainCardHolder;US;27.01.2013;Banking;;27.01.2013;;;USD;;
255;100000853;CARDSYSTEM;5853;CardAgreement;CardIssuer;MainCardHolder;US;15.11.2016;Banking;;15.11.2016;;;USD;;
256;100000448;CARDSYSTEM;5448;CardAgreement;CardIssuer;MainCardHolder;US;31.08.2013;Banking;;31.08.2013;;;USD;;
257;100001341;CARDSYSTEM;6341;CardAgreement;CardIssuer;MainCardHolder;US;01.03.2017;Banking;;01.03.2017;;;USD;;
258;100000854;CARDSYSTEM;5854;CardAgreement;CardIssuer;MainCardHolder;US;04.07.2016;Banking;;04.07.2016;;;USD;;
259;100001342;CARDSYSTEM;6342;CardAgreement;CardIssuer;MainCardHolder;US;21.09.2016;Banking;;21.09.2016;;;USD;;
260;100000449;CARDSYSTEM;5449;CardAgreement;CardIssuer;MainCardHolder;US;21.03.2013;Banking;;21.03.2013;;;USD;;
261;100000855;CARDSYSTEM;5855;CardAgreement;CardIssuer;MainCardHolder;US;16.02.2014;Banking;;16.02.2014;;;USD;;
262;100001343;CARDSYSTEM;6343;CardAgreement;CardIssuer;MainCardHolder;US;09.04.2012;Banking;;09.04.2012;;;USD;;
263;100000450;CARDSYSTEM;5450;CardAgreement;CardIssuer;MainCardHolder;US;25.04.2017;Banking;;25.04.2017;;;USD;;
264;100000856;CARDSYSTEM;5856;CardAgreement;CardIssuer;MainCardHolder;US;04.09.2015;Banking;;04.09.2015;;;USD;;
265;100001344;CARDSYSTEM;6344;CardAgreement;CardIssuer;MainCardHolder;US;09.07.2012;Banking;;09.07.2012;;;USD;;
266;100000451;CARDSYSTEM;5451;CardAgreement;CardIssuer;MainCardHolder;US;20.12.2014;Banking;;20.12.2014;;;USD;;
267;100001345;CARDSYSTEM;6345;CardAgreement;CardIssuer;MainCardHolder;US;21.01.2012;Banking;;21.01.2012;;;USD;;
268;100000857;CARDSYSTEM;5857;CardAgreement;CardIssuer;MainCardHolder;US;01.01.2017;Banking;;01.01.2017;;;USD;;
269;100000452;CARDSYSTEM;5452;CardAgreement;CardIssuer;MainCardHolder;US;26.07.2012;Banking;;26.07.2012;;;USD;;
270;100001346;CARDSYSTEM;6346;CardAgreement;CardIssuer;MainCardHolder;US;22.11.2013;Banking;;22.11.2013;;;USD;;
271;100000858;CARDSYSTEM;5858;CardAgreement;CardIssuer;MainCardHolder;US;14.04.2012;Banking;;14.04.2012;;;USD;;
272;100000453;CARDSYSTEM;5453;CardAgreement;CardIssuer;MainCardHolder;US;21.12.2015;Banking;;21.12.2015;;;USD;;
273;100001347;CARDSYSTEM;6347;CardAgreement;CardIssuer;MainCardHolder;US;24.03.2017;Banking;;24.03.2017;;;USD;;
274;100000859;CARDSYSTEM;5859;CardAgreement;CardIssuer;MainCardHolder;US;08.10.2013;Banking;;08.10.2013;;;USD;;
275;100000454;CARDSYSTEM;5454;CardAgreement;CardIssuer;MainCardHolder;US;16.11.2014;Banking;;16.11.2014;;;USD;;
276;100001348;CARDSYSTEM;6348;CardAgreement;CardIssuer;MainCardHolder;US;16.01.2013;Banking;;16.01.2013;;;USD;;
277;100000860;CARDSYSTEM;5860;CardAgreement;CardIssuer;MainCardHolder;US;23.01.2015;Banking;;23.01.2015;;;USD;;
278;100000455;CARDSYSTEM;5455;CardAgreement;CardIssuer;MainCardHolder;US;09.01.2012;Banking;;09.01.2012;;;USD;;
279;100001349;CARDSYSTEM;6349;CardAgreement;CardIssuer;MainCardHolder;US;22.11.2012;Banking;;22.11.2012;;;USD;;
280;100000861;CARDSYSTEM;5861;CardAgreement;CardIssuer;MainCardHolder;US;08.06.2014;Banking;;08.06.2014;;;USD;;
281;100000456;CARDSYSTEM;5456;CardAgreement;CardIssuer;MainCardHolder;US;27.05.2017;Banking;;27.05.2017;;;USD;;
282;100001350;CARDSYSTEM;6350;CardAgreement;CardIssuer;MainCardHolder;US;21.03.2013;Banking;;21.03.2013;;;USD;;
283;100000862;CARDSYSTEM;5862;CardAgreement;CardIssuer;MainCardHolder;US;10.03.2014;Banking;;10.03.2014;;;USD;;
284;100000457;CARDSYSTEM;5457;CardAgreement;CardIssuer;MainCardHolder;US;26.04.2017;Banking;;26.04.2017;;;USD;;
285;100001351;CARDSYSTEM;6351;CardAgreement;CardIssuer;MainCardHolder;US;14.10.2015;Banking;;14.10.2015;;;USD;;
286;100000863;CARDSYSTEM;5863;CardAgreement;CardIssuer;MainCardHolder;US;08.08.2016;Banking;;08.08.2016;;;USD;;
287;100000458;CARDSYSTEM;5458;CardAgreement;CardIssuer;MainCardHolder;US;21.02.2017;Banking;;21.02.2017;;;USD;;
288;100001352;CARDSYSTEM;6352;CardAgreement;CardIssuer;MainCardHolder;US;24.07.2013;Banking;;24.07.2013;;;USD;;
289;100000864;CARDSYSTEM;5864;CardAgreement;CardIssuer;MainCardHolder;US;19.10.2015;Banking;;19.10.2015;;;USD;;
290;100000459;CARDSYSTEM;5459;CardAgreement;CardIssuer;MainCardHolder;US;06.10.2015;Banking;;06.10.2015;;;USD;;
291;100001353;CARDSYSTEM;6353;CardAgreement;CardIssuer;MainCardHolder;US;10.11.2013;Banking;;10.11.2013;;;USD;;
292;100000865;CARDSYSTEM;5865;CardAgreement;CardIssuer;MainCardHolder;US;27.08.2013;Banking;;27.08.2013;;;USD;;
293;100000460;CARDSYSTEM;5460;CardAgreement;CardIssuer;MainCardHolder;US;20.07.2016;Banking;;20.07.2016;;;USD;;
294;100001354;CARDSYSTEM;6354;CardAgreement;CardIssuer;MainCardHolder;US;12.03.2017;Banking;;12.03.2017;;;USD;;
295;100000866;CARDSYSTEM;5866;CardAgreement;CardIssuer;MainCardHolder;US;05.08.2013;Banking;;05.08.2013;;;USD;;
296;100000461;CARDSYSTEM;5461;CardAgreement;CardIssuer;MainCardHolder;US;11.07.2014;Banking;;11.07.2014;;;USD;;
297;100001355;CARDSYSTEM;6355;CardAgreement;CardIssuer;MainCardHolder;US;24.05.2016;Banking;;24.05.2016;;;USD;;
298;100000867;CARDSYSTEM;5867;CardAgreement;CardIssuer;MainCardHolder;US;16.12.2014;Banking;;16.12.2014;;;USD;;
299;100001356;CARDSYSTEM;6356;CardAgreement;CardIssuer;MainCardHolder;US;15.05.2012;Banking;;15.05.2012;;;USD;;
300;100000462;CARDSYSTEM;5462;CardAgreement;CardIssuer;MainCardHolder;US;12.12.2013;Banking;;12.12.2013;;;USD;;
301;100001357;CARDSYSTEM;6357;CardAgreement;CardIssuer;MainCardHolder;US;28.01.2012;Banking;;28.01.2012;;;USD;;
302;100000463;CARDSYSTEM;5463;CardAgreement;CardIssuer;MainCardHolder;US;09.11.2013;Banking;;09.11.2013;;;USD;;
303;100000868;CARDSYSTEM;5868;CardAgreement;CardIssuer;MainCardHolder;US;06.05.2014;Banking;;06.05.2014;;;USD;;
304;100000004;CARDSYSTEM;5004;CardAgreement;CardIssuer;MainCardHolder;US;26.06.2016;Banking;;26.06.2016;;;USD;;
305;100001358;CARDSYSTEM;6358;CardAgreement;CardIssuer;MainCardHolder;US;26.02.2016;Banking;;26.02.2016;;;USD;;
306;100000464;CARDSYSTEM;5464;CardAgreement;CardIssuer;MainCardHolder;US;03.03.2016;Banking;;03.03.2016;;;USD;;
307;100000869;CARDSYSTEM;5869;CardAgreement;CardIssuer;MainCardHolder;US;03.09.2016;Banking;;03.09.2016;;;USD;;
308;100001359;CARDSYSTEM;6359;CardAgreement;CardIssuer;MainCardHolder;US;20.11.2013;Banking;;20.11.2013;;;USD;;
309;100000005;CARDSYSTEM;5005;CardAgreement;CardIssuer;MainCardHolder;US;15.02.2012;Banking;;15.02.2012;;;USD;;
310;100000465;CARDSYSTEM;5465;CardAgreement;CardIssuer;MainCardHolder;US;24.04.2016;Banking;;24.04.2016;;;USD;;
311;100000870;CARDSYSTEM;5870;CardAgreement;CardIssuer;MainCardHolder;US;28.10.2013;Banking;;28.10.2013;;;USD;;
312;100001360;CARDSYSTEM;6360;CardAgreement;CardIssuer;MainCardHolder;US;17.09.2012;Banking;;17.09.2012;;;USD;;
313;100000466;CARDSYSTEM;5466;CardAgreement;CardIssuer;MainCardHolder;US;11.11.2015;Banking;;11.11.2015;;;USD;;
314;100000006;CARDSYSTEM;5006;CardAgreement;CardIssuer;MainCardHolder;US;25.02.2013;Banking;;25.02.2013;;;USD;;
315;100001361;CARDSYSTEM;6361;CardAgreement;CardIssuer;MainCardHolder;US;28.09.2015;Banking;;28.09.2015;;;USD;;
316;100000871;CARDSYSTEM;5871;CardAgreement;CardIssuer;MainCardHolder;US;22.10.2015;Banking;;22.10.2015;;;USD;;
317;100000467;CARDSYSTEM;5467;CardAgreement;CardIssuer;MainCardHolder;US;22.01.2013;Banking;;22.01.2013;;;USD;;
318;100001362;CARDSYSTEM;6362;CardAgreement;CardIssuer;MainCardHolder;US;30.06.2016;Banking;;30.06.2016;;;USD;;
319;100000007;CARDSYSTEM;5007;CardAgreement;CardIssuer;MainCardHolder;US;05.05.2013;Banking;;05.05.2013;;;USD;;
320;100000872;CARDSYSTEM;5872;CardAgreement;CardIssuer;MainCardHolder;US;04.06.2017;Banking;;04.06.2017;;;USD;;
321;100000468;CARDSYSTEM;5468;CardAgreement;CardIssuer;MainCardHolder;US;05.09.2016;Banking;;05.09.2016;;;USD;;
322;100001363;CARDSYSTEM;6363;CardAgreement;CardIssuer;MainCardHolder;US;27.11.2016;Banking;;27.11.2016;;;USD;;
323;100000008;CARDSYSTEM;5008;CardAgreement;CardIssuer;MainCardHolder;US;12.06.2017;Banking;;12.06.2017;;;USD;;
324;100000873;CARDSYSTEM;5873;CardAgreement;CardIssuer;MainCardHolder;US;06.04.2015;Banking;;06.04.2015;;;USD;;
325;100000469;CARDSYSTEM;5469;CardAgreement;CardIssuer;MainCardHolder;US;28.12.2015;Banking;;28.12.2015;;;USD;;
326;100001364;CARDSYSTEM;6364;CardAgreement;CardIssuer;MainCardHolder;US;10.12.2014;Banking;;10.12.2014;;;USD;;
327;100000874;CARDSYSTEM;5874;CardAgreement;CardIssuer;MainCardHolder;US;08.04.2014;Banking;;08.04.2014;;;USD;;
328;100000009;CARDSYSTEM;5009;CardAgreement;CardIssuer;MainCardHolder;US;05.11.2013;Banking;;05.11.2013;;;USD;;
329;100000470;CARDSYSTEM;5470;CardAgreement;CardIssuer;MainCardHolder;US;20.01.2016;Banking;;20.01.2016;;;USD;;
330;100001365;CARDSYSTEM;6365;CardAgreement;CardIssuer;MainCardHolder;US;22.09.2012;Banking;;22.09.2012;;;USD;;
331;100000875;CARDSYSTEM;5875;CardAgreement;CardIssuer;MainCardHolder;US;10.11.2014;Banking;;10.11.2014;;;USD;;
332;100000010;CARDSYSTEM;5010;CardAgreement;CardIssuer;MainCardHolder;US;29.12.2015;Banking;;29.12.2015;;;USD;;
333;100000471;CARDSYSTEM;5471;CardAgreement;CardIssuer;MainCardHolder;US;20.06.2016;Banking;;20.06.2016;;;USD;;
334;100001366;CARDSYSTEM;6366;CardAgreement;CardIssuer;MainCardHolder;US;15.09.2015;Banking;;15.09.2015;;;USD;;
335;100000876;CARDSYSTEM;5876;CardAgreement;CardIssuer;MainCardHolder;US;17.09.2013;Banking;;17.09.2013;;;USD;;
336;100000011;CARDSYSTEM;5011;CardAgreement;CardIssuer;MainCardHolder;US;05.05.2016;Banking;;05.05.2016;;;USD;;
337;100000472;CARDSYSTEM;5472;CardAgreement;CardIssuer;MainCardHolder;US;30.10.2013;Banking;;30.10.2013;;;USD;;
338;100001367;CARDSYSTEM;6367;CardAgreement;CardIssuer;MainCardHolder;US;28.07.2016;Banking;;28.07.2016;;;USD;;
339;100000877;CARDSYSTEM;5877;CardAgreement;CardIssuer;MainCardHolder;US;27.03.2014;Banking;;27.03.2014;;;USD;;
340;100000012;CARDSYSTEM;5012;CardAgreement;CardIssuer;MainCardHolder;US;29.12.2015;Banking;;29.12.2015;;;USD;;
341;100001368;CARDSYSTEM;6368;CardAgreement;CardIssuer;MainCardHolder;US;02.05.2014;Banking;;02.05.2014;;;USD;;
342;100000473;CARDSYSTEM;5473;CardAgreement;CardIssuer;MainCardHolder;US;17.11.2015;Banking;;17.11.2015;;;USD;;
343;100000878;CARDSYSTEM;5878;CardAgreement;CardIssuer;MainCardHolder;US;27.08.2014;Banking;;27.08.2014;;;USD;;
344;100000013;CARDSYSTEM;5013;CardAgreement;CardIssuer;MainCardHolder;US;30.06.2015;Banking;;30.06.2015;;;USD;;
345;100001369;CARDSYSTEM;6369;CardAgreement;CardIssuer;MainCardHolder;US;20.12.2016;Banking;;20.12.2016;;;USD;;
346;100000474;CARDSYSTEM;5474;CardAgreement;CardIssuer;MainCardHolder;US;25.08.2016;Banking;;25.08.2016;;;USD;;
347;100000879;CARDSYSTEM;5879;CardAgreement;CardIssuer;MainCardHolder;US;24.03.2017;Banking;;24.03.2017;;;USD;;
348;100000014;CARDSYSTEM;5014;CardAgreement;CardIssuer;MainCardHolder;US;02.12.2013;Banking;;02.12.2013;;;USD;;
349;100001370;CARDSYSTEM;6370;CardAgreement;CardIssuer;MainCardHolder;US;11.04.2012;Banking;;11.04.2012;;;USD;;
350;100000475;CARDSYSTEM;5475;CardAgreement;CardIssuer;MainCardHolder;US;25.04.2014;Banking;;25.04.2014;;;USD;;
351;100000880;CARDSYSTEM;5880;CardAgreement;CardIssuer;MainCardHolder;US;04.03.2015;Banking;;04.03.2015;;;USD;;
352;100001371;CARDSYSTEM;6371;CardAgreement;CardIssuer;MainCardHolder;US;26.09.2015;Banking;;26.09.2015;;;USD;;
353;100000015;CARDSYSTEM;5015;CardAgreement;CardIssuer;MainCardHolder;US;28.02.2013;Banking;;28.02.2013;;;USD;;
354;100000476;CARDSYSTEM;5476;CardAgreement;CardIssuer;MainCardHolder;US;28.11.2016;Banking;;28.11.2016;;;USD;;
355;100000881;CARDSYSTEM;5881;CardAgreement;CardIssuer;MainCardHolder;US;22.11.2014;Banking;;22.11.2014;;;USD;;
356;100001372;CARDSYSTEM;6372;CardAgreement;CardIssuer;MainCardHolder;US;24.04.2016;Banking;;24.04.2016;;;USD;;
357;100000016;CARDSYSTEM;5016;CardAgreement;CardIssuer;MainCardHolder;US;12.04.2014;Banking;;12.04.2014;;;USD;;
358;100000477;CARDSYSTEM;5477;CardAgreement;CardIssuer;MainCardHolder;US;31.07.2013;Banking;;31.07.2013;;;USD;;
359;100000882;CARDSYSTEM;5882;CardAgreement;CardIssuer;MainCardHolder;US;02.07.2015;Banking;;02.07.2015;;;USD;;
360;100001373;CARDSYSTEM;6373;CardAgreement;CardIssuer;MainCardHolder;US;07.01.2014;Banking;;07.01.2014;;;USD;;
361;100000017;CARDSYSTEM;5017;CardAgreement;CardIssuer;MainCardHolder;US;13.02.2012;Banking;;13.02.2012;;;USD;;
362;100000478;CARDSYSTEM;5478;CardAgreement;CardIssuer;MainCardHolder;US;22.10.2016;Banking;;22.10.2016;;;USD;;
363;100000883;CARDSYSTEM;5883;CardAgreement;CardIssuer;MainCardHolder;US;22.05.2015;Banking;;22.05.2015;;;USD;;
364;100001374;CARDSYSTEM;6374;CardAgreement;CardIssuer;MainCardHolder;US;13.04.2017;Banking;;13.04.2017;;;USD;;
365;100000018;CARDSYSTEM;5018;CardAgreement;CardIssuer;MainCardHolder;US;28.07.2016;Banking;;28.07.2016;;;USD;;
366;100000479;CARDSYSTEM;5479;CardAgreement;CardIssuer;MainCardHolder;US;18.02.2015;Banking;;18.02.2015;;;USD;;
367;100000884;CARDSYSTEM;5884;CardAgreement;CardIssuer;MainCardHolder;US;01.03.2015;Banking;;01.03.2015;;;USD;;
368;100001375;CARDSYSTEM;6375;CardAgreement;CardIssuer;MainCardHolder;US;03.03.2013;Banking;;03.03.2013;;;USD;;
369;100000019;CARDSYSTEM;5019;CardAgreement;CardIssuer;MainCardHolder;US;26.03.2012;Banking;;26.03.2012;;;USD;;
370;100000480;CARDSYSTEM;5480;CardAgreement;CardIssuer;MainCardHolder;US;31.10.2016;Banking;;31.10.2016;;;USD;;
371;100000885;CARDSYSTEM;5885;CardAgreement;CardIssuer;MainCardHolder;US;30.01.2013;Banking;;30.01.2013;;;USD;;
372;100001376;CARDSYSTEM;6376;CardAgreement;CardIssuer;MainCardHolder;US;27.05.2013;Banking;;27.05.2013;;;USD;;
373;100000020;CARDSYSTEM;5020;CardAgreement;CardIssuer;MainCardHolder;US;29.12.2015;Banking;;29.12.2015;;;USD;;
374;100000481;CARDSYSTEM;5481;CardAgreement;CardIssuer;MainCardHolder;US;01.12.2014;Banking;;01.12.2014;;;USD;;
375;100001377;CARDSYSTEM;6377;CardAgreement;CardIssuer;MainCardHolder;US;19.07.2015;Banking;;19.07.2015;;;USD;;
376;100000886;CARDSYSTEM;5886;CardAgreement;CardIssuer;MainCardHolder;US;03.09.2014;Banking;;03.09.2014;;;USD;;
377;100000482;CARDSYSTEM;5482;CardAgreement;CardIssuer;MainCardHolder;US;27.11.2015;Banking;;27.11.2015;;;USD;;
378;100000021;CARDSYSTEM;5021;CardAgreement;CardIssuer;MainCardHolder;US;23.04.2013;Banking;;23.04.2013;;;USD;;
379;100001378;CARDSYSTEM;6378;CardAgreement;CardIssuer;MainCardHolder;US;13.04.2015;Banking;;13.04.2015;;;USD;;
380;100000887;CARDSYSTEM;5887;CardAgreement;CardIssuer;MainCardHolder;US;23.01.2014;Banking;;23.01.2014;;;USD;;
381;100000483;CARDSYSTEM;5483;CardAgreement;CardIssuer;MainCardHolder;US;22.04.2015;Banking;;22.04.2015;;;USD;;
382;100000022;CARDSYSTEM;5022;CardAgreement;CardIssuer;MainCardHolder;US;18.07.2013;Banking;;18.07.2013;;;USD;;
383;100001379;CARDSYSTEM;6379;CardAgreement;CardIssuer;MainCardHolder;US;09.03.2013;Banking;;09.03.2013;;;USD;;
384;100000888;CARDSYSTEM;5888;CardAgreement;CardIssuer;MainCardHolder;US;01.03.2016;Banking;;01.03.2016;;;USD;;
385;100000484;CARDSYSTEM;5484;CardAgreement;CardIssuer;MainCardHolder;US;24.02.2017;Banking;;24.02.2017;;;USD;;
386;100000023;CARDSYSTEM;5023;CardAgreement;CardIssuer;MainCardHolder;US;08.05.2015;Banking;;08.05.2015;;;USD;;
387;100001380;CARDSYSTEM;6380;CardAgreement;CardIssuer;MainCardHolder;US;07.12.2015;Banking;;07.12.2015;;;USD;;
388;100000889;CARDSYSTEM;5889;CardAgreement;CardIssuer;MainCardHolder;US;12.06.2016;Banking;;12.06.2016;;;USD;;
389;100000485;CARDSYSTEM;5485;CardAgreement;CardIssuer;MainCardHolder;US;02.04.2014;Banking;;02.04.2014;;;USD;;
390;100000024;CARDSYSTEM;5024;CardAgreement;CardIssuer;MainCardHolder;US;11.12.2016;Banking;;11.12.2016;;;USD;;
391;100001381;CARDSYSTEM;6381;CardAgreement;CardIssuer;MainCardHolder;US;24.09.2014;Banking;;24.09.2014;;;USD;;
392;100000890;CARDSYSTEM;5890;CardAgreement;CardIssuer;MainCardHolder;US;27.09.2013;Banking;;27.09.2013;;;USD;;
393;100000486;CARDSYSTEM;5486;CardAgreement;CardIssuer;MainCardHolder;US;23.07.2012;Banking;;23.07.2012;;;USD;;
394;100001382;CARDSYSTEM;6382;CardAgreement;CardIssuer;MainCardHolder;US;24.08.2015;Banking;;24.08.2015;;;USD;;
395;100000025;CARDSYSTEM;5025;CardAgreement;CardIssuer;MainCardHolder;US;27.04.2017;Banking;;27.04.2017;;;USD;;
